time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20191225:0449,625.84,161.87,4.85,20.67,10.77,1.17,0.0
20191225:0549,769.47,167.11,6.66,29.41,14.56,1.1,0.0
20191225:0649,819.88,176.09,7.71,35.65,16.17,1.52,0.0
20191225:0749,813.05,171.14,8.02,38.49,17.4,1.31,0.0
20191225:0849,728.44,161.49,7.51,37.35,18.26,1.1,0.0
20191225:0949,569.6,146.43,6.19,32.48,18.77,1.17,0.0
20191225:1049,372.18,116.96,4.27,24.7,18.87,1.24,0.0
20191225:1149,151.19,71.5,1.94,14.93,18.5,1.24,0.0
20191225:1249,0.0,0.0,0.0,0.0,17.48,1.1,0.0
20191225:1349,0.0,0.0,0.0,0.0,15.47,0.55,0.0
20191225:1449,0.0,0.0,0.0,0.0,14.99,0.34,0.0
20191225:1549,0.0,0.0,0.0,0.0,13.87,0.83,0.0
20191225:1649,0.0,0.0,0.0,0.0,12.73,1.17,0.0
20191225:1749,0.0,0.0,0.0,0.0,11.8,1.31,0.0
20191225:1849,0.0,0.0,0.0,0.0,11.27,1.38,0.0
20191225:1949,0.0,0.0,0.0,0.0,11.54,1.24,0.0
20191225:2049,0.0,0.0,0.0,0.0,11.74,1.17,0.0
20191225:2149,0.0,0.0,0.0,0.0,11.85,1.1,0.0
20191225:2249,0.0,0.0,0.0,0.0,11.7,1.03,0.0
20191225:2349,0.0,0.0,0.0,0.0,11.41,1.1,0.0
20191226:0049,0.0,0.0,0.0,0.0,11.05,1.24,0.0
20191226:0149,0.0,0.0,0.0,0.0,10.31,1.38,0.0
20191226:0249,0.0,0.0,0.0,-1.31,9.58,1.59,0.0
20191226:0349,473.12,147.08,2.64,10.19,9.85,1.59,0.0
20191226:0449,628.46,162.35,4.86,20.61,11.59,1.86,0.0
20191226:0549,773.11,165.97,6.67,29.37,15.72,2.9,0.0
20191226:0649,835.31,170.13,7.77,35.65,17.31,3.59,0.0
20191226:0749,817.35,171.32,8.06,38.51,18.28,4.41,0.0
20191226:0849,714.22,168.27,7.46,37.4,18.7,5.03,0.0
20191226:0949,573.52,146.54,6.22,32.55,18.7,5.17,0.0
20191226:1049,370.51,119.11,4.28,24.79,18.43,5.1,0.0
20191226:1149,145.05,74.28,1.93,15.03,17.63,4.76,0.0
20191226:1249,0.0,0.0,0.0,0.0,16.26,3.31,0.0
20191226:1349,0.0,0.0,0.0,0.0,14.5,2.62,0.0
20191226:1449,0.0,0.0,0.0,0.0,12.56,2.34,0.0
20191226:1549,0.0,0.0,0.0,0.0,11.05,2.41,0.0
20191226:1649,0.0,0.0,0.0,0.0,10.05,2.55,0.0
20191226:1749,0.0,0.0,0.0,0.0,9.4,2.76,0.0
20191226:1849,0.0,0.0,0.0,0.0,8.86,3.03,0.0
20191226:1949,0.0,0.0,0.0,0.0,8.31,2.97,0.0
20191226:2049,0.0,0.0,0.0,0.0,7.83,2.9,0.0
20191226:2149,0.0,0.0,0.0,0.0,7.42,2.9,0.0
20191226:2249,0.0,0.0,0.0,0.0,7.15,2.9,0.0
20191226:2349,0.0,0.0,0.0,0.0,6.93,2.9,0.0
20191227:0049,0.0,0.0,0.0,0.0,6.81,2.83,0.0
20191227:0149,0.0,0.0,0.0,0.0,6.81,2.76,0.0
20191227:0249,0.0,0.0,0.0,-1.39,6.88,2.69,0.0
20191227:0349,381.01,161.72,2.44,10.13,7.39,2.62,0.0
20191227:0449,609.28,167.07,4.79,20.56,12.07,3.31,0.0
20191227:0549,639.09,218.95,6.27,29.34,14.84,4.48,0.0
20191227:0649,787.69,190.43,7.6,35.64,15.83,4.76,0.0
20191227:0749,805.57,175.9,8.01,38.54,16.72,5.31,0.0
20191227:0849,688.68,180.58,7.38,37.46,17.3,5.52,0.0
20191227:0949,566.31,149.72,6.2,32.64,17.49,5.31,0.0
20191227:1049,345.21,130.27,4.2,24.89,17.41,5.1,0.0
20191227:1149,138.9,77.02,1.92,15.14,16.8,4.69,0.0
20191227:1249,0.0,0.0,0.0,0.0,15.52,3.45,0.0
20191227:1349,0.0,0.0,0.0,0.0,14.04,2.9,0.0
20191227:1449,0.0,0.0,0.0,0.0,12.68,2.69,0.0
20191227:1549,0.0,0.0,0.0,0.0,11.35,2.76,0.0
20191227:1649,0.0,0.0,0.0,0.0,10.44,2.76,0.0
20191227:1749,0.0,0.0,0.0,0.0,9.96,2.97,0.0
20191227:1849,0.0,0.0,0.0,0.0,9.51,3.38,0.0
20191227:1949,0.0,0.0,0.0,0.0,9.01,3.52,0.0
20191227:2049,0.0,0.0,0.0,0.0,8.46,3.59,0.0
20191227:2149,0.0,0.0,0.0,0.0,8.02,3.52,0.0
20191227:2249,0.0,0.0,0.0,0.0,7.59,3.38,0.0
20191227:2349,0.0,0.0,0.0,0.0,7.21,3.38,0.0
20191228:0049,0.0,0.0,0.0,0.0,6.84,3.31,0.0
20191228:0149,0.0,0.0,0.0,0.0,6.53,3.38,0.0
20191228:0249,0.0,0.0,0.0,-1.46,6.25,3.31,0.0
20191228:0349,329.29,163.97,2.31,10.07,7.35,3.24,0.0
20191228:0449,586.0,171.14,4.7,20.52,11.44,4.07,0.0
20191228:0549,753.22,170.54,6.58,29.32,13.69,5.24,0.0
20191228:0649,804.46,180.62,7.64,35.65,14.84,5.59,0.0
20191228:0749,811.15,170.91,8.01,38.58,15.81,6.07,0.0
20191228:0849,717.88,165.78,7.48,37.53,16.45,6.07,0.0
20191228:0949,563.18,149.44,6.17,32.73,16.81,5.93,0.0
20191228:1049,369.77,120.0,4.29,25.0,16.74,5.66,0.0
20191228:1149,148.79,74.34,1.97,15.25,16.15,5.24,0.0
20191228:1249,0.0,0.0,0.0,0.0,14.85,4.28,0.0
20191228:1349,0.0,0.0,0.0,0.0,13.51,3.31,0.0
20191228:1449,0.0,0.0,0.0,0.0,12.54,2.9,0.0
20191228:1549,0.0,0.0,0.0,0.0,11.57,2.83,0.0
20191228:1649,0.0,0.0,0.0,0.0,10.7,2.76,0.0
20191228:1749,0.0,0.0,0.0,0.0,10.03,2.62,0.0
20191228:1849,0.0,0.0,0.0,0.0,9.48,2.97,0.0
20191228:1949,0.0,0.0,0.0,0.0,8.85,2.97,0.0
20191228:2049,0.0,0.0,0.0,0.0,8.27,2.9,0.0
20191228:2149,0.0,0.0,0.0,0.0,7.71,2.69,0.0
20191228:2249,0.0,0.0,0.0,0.0,7.28,2.48,0.0
20191228:2349,0.0,0.0,0.0,0.0,6.99,2.34,0.0
20191229:0049,0.0,0.0,0.0,0.0,7.09,2.14,0.0
20191229:0149,0.0,0.0,0.0,0.0,7.02,2.07,0.0
20191229:0249,0.0,0.0,0.0,-1.52,7.09,1.93,0.0
20191229:0349,309.56,159.63,2.23,10.02,7.82,1.79,0.0
20191229:0449,554.68,175.58,4.57,20.48,11.53,2.62,0.0
20191229:0549,721.31,175.45,6.42,29.31,13.66,3.31,0.0
20191229:0649,782.77,180.61,7.49,35.66,15.11,3.03,0.0
20191229:0749,768.68,180.26,7.78,38.62,16.17,3.38,0.0
20191229:0849,700.64,166.06,7.35,37.61,16.83,3.59,0.0
20191229:0949,554.46,148.85,6.1,32.82,17.15,3.72,0.0
20191229:1049,367.94,117.4,4.26,25.1,17.14,3.38,0.0
20191229:1149,148.41,74.19,1.97,15.36,16.78,2.97,0.0
20191229:1249,0.0,0.0,0.0,0.0,15.89,2.76,0.0
20191229:1349,0.0,0.0,0.0,0.0,14.67,1.79,0.0
20191229:1449,0.0,0.0,0.0,0.0,13.7,1.24,0.0
20191229:1549,0.0,0.0,0.0,0.0,12.65,0.62,0.0
20191229:1649,0.0,0.0,0.0,0.0,12.29,0.14,0.0
20191229:1749,0.0,0.0,0.0,0.0,11.52,0.76,0.0
20191229:1849,0.0,0.0,0.0,0.0,11.12,1.03,0.0
20191229:1949,0.0,0.0,0.0,0.0,9.94,1.38,0.0
20191229:2049,0.0,0.0,0.0,0.0,9.04,1.52,0.0
20191229:2149,0.0,0.0,0.0,0.0,8.36,1.59,0.0
20191229:2249,0.0,0.0,0.0,0.0,7.72,1.59,0.0
20191229:2349,0.0,0.0,0.0,0.0,7.17,1.66,0.0
20191230:0049,0.0,0.0,0.0,0.0,6.87,1.66,0.0
20191230:0149,0.0,0.0,0.0,0.0,6.78,1.66,0.0
20191230:0249,0.0,0.0,0.0,-1.58,6.81,1.66,0.0
20191230:0349,260.06,161.34,2.13,9.97,8.52,1.31,0.0
20191230:0449,497.56,194.46,4.43,20.45,11.97,1.24,0.0
20191230:0549,694.34,187.61,6.35,29.3,15.19,1.93,0.0
20191230:0649,777.87,184.29,7.49,35.68,16.73,3.86,0.0
20191230:0749,774.1,180.47,7.83,38.68,17.9,4.07,0.0
20191230:0849,697.37,169.52,7.36,37.69,18.68,4.14,0.0
20191230:0949,560.86,147.84,6.15,32.92,19.13,4.28,0.0
20191230:1049,378.49,116.68,4.34,25.22,19.08,4.34,0.0
20191230:1149,148.0,76.24,1.99,15.48,18.46,4.41,0.0
20191230:1249,0.0,0.0,0.0,0.0,17.1,3.93,0.0
20191230:1349,0.0,0.0,0.0,0.0,15.48,3.72,0.0
20191230:1449,0.0,0.0,0.0,0.0,14.09,3.31,0.0
20191230:1549,0.0,0.0,0.0,0.0,12.85,2.83,0.0
20191230:1649,0.0,0.0,0.0,0.0,11.68,2.62,0.0
20191230:1749,0.0,0.0,0.0,0.0,10.54,2.62,0.0
20191230:1849,0.0,0.0,0.0,0.0,9.39,2.28,0.0
20191230:1949,0.0,0.0,0.0,0.0,8.37,2.21,0.0
20191230:2049,0.0,0.0,0.0,0.0,7.79,2.14,0.0
20191230:2149,0.0,0.0,0.0,0.0,7.45,2.07,0.0
20191230:2249,0.0,0.0,0.0,0.0,7.24,2.0,0.0
20191230:2349,0.0,0.0,0.0,0.0,7.2,1.86,0.0
20191231:0049,0.0,0.0,0.0,0.0,7.39,1.79,0.0
20191231:0149,0.0,0.0,0.0,0.0,7.67,1.72,0.0
20191231:0249,0.0,0.0,0.0,-1.64,7.97,1.66,0.0
20191231:0349,260.57,160.14,2.12,9.92,9.15,1.31,0.0
20191231:0449,426.5,211.68,4.23,20.43,12.2,0.97,0.0
20191231:0549,643.81,208.36,6.21,29.29,15.2,0.41,0.0
20191231:0649,751.41,197.21,7.42,35.71,16.44,0.76,0.0
20191231:0749,776.53,180.49,7.85,38.74,17.51,0.41,0.0
20191231:0849,699.64,169.5,7.38,37.78,18.37,1.45,0.0
20191231:0949,564.42,147.88,6.19,33.03,18.97,2.48,0.0
20191231:1049,284.13,153.64,3.99,25.34,19.05,3.24,0.0
20191231:1149,179.39,68.17,2.14,15.61,18.61,3.93,0.0
20191231:1249,0.0,0.0,0.0,0.0,17.48,3.86,0.0
20191231:1349,0.0,0.0,0.0,0.0,16.01,2.9,0.0
20191231:1449,0.0,0.0,0.0,0.0,14.9,2.07,0.0
20191231:1549,0.0,0.0,0.0,0.0,13.7,2.07,0.0
20191231:1649,0.0,0.0,0.0,0.0,12.63,2.34,0.0
20191231:1749,0.0,0.0,0.0,0.0,11.95,2.76,0.0
20191231:1849,0.0,0.0,0.0,0.0,11.69,3.45,0.0
20191231:1949,0.0,0.0,0.0,0.0,11.1,3.59,0.0
20191231:2049,0.0,0.0,0.0,0.0,10.54,3.59,0.0
20191231:2149,0.0,0.0,0.0,0.0,9.99,3.59,0.0
20191231:2249,0.0,0.0,0.0,0.0,9.48,3.52,0.0
20191231:2349,0.0,0.0,0.0,0.0,8.99,3.45,0.0
20200101:0049,0.0,0.0,0.0,0.0,8.33,3.24,0.0
20200101:0149,0.0,0.0,0.0,0.0,7.88,3.1,0.0
20200101:0249,0.0,0.0,0.0,-1.7,7.48,2.97,0.0
20200101:0349,5.93,75.76,0.94,9.88,8.44,2.83,0.0
20200101:0449,165.82,221.26,3.24,20.4,11.78,4.07,0.0
20200101:0549,296.57,286.18,4.94,29.3,13.41,5.03,0.0
20200101:0649,381.54,313.35,6.07,35.75,14.5,5.45,0.0
20200101:0749,239.27,335.4,5.62,38.82,15.29,5.72,0.0
20200101:0849,261.9,309.96,5.57,37.9,15.92,5.72,0.0
20200101:0949,199.33,259.29,4.58,33.18,16.27,5.66,0.0
20200101:1049,140.39,184.58,3.27,25.5,16.3,5.52,0.0
20200101:1149,119.6,84.58,1.88,15.77,15.89,5.38,0.0
20200101:1249,0.0,0.0,0.0,0.0,15.07,4.62,0.0
20200101:1349,0.0,0.0,0.0,0.0,14.3,3.52,0.0
20200101:1449,0.0,0.0,0.0,0.0,13.81,3.24,0.0
20200101:1549,0.0,0.0,0.0,0.0,13.34,3.38,0.0
20200101:1649,0.0,0.0,0.0,0.0,13.11,3.79,0.0
20200101:1749,0.0,0.0,0.0,0.0,13.0,4.21,0.0
20200101:1849,0.0,0.0,0.0,0.0,12.34,3.86,0.0
20200101:1949,0.0,0.0,0.0,0.0,11.75,3.79,0.0
20200101:2049,0.0,0.0,0.0,0.0,11.19,3.72,0.0
20200101:2149,0.0,0.0,0.0,0.0,10.74,3.59,0.0
20200101:2249,0.0,0.0,0.0,0.0,10.27,3.38,0.0
20200101:2349,0.0,0.0,0.0,0.0,9.77,3.31,0.0
20200102:0049,0.0,0.0,0.0,0.0,9.67,3.31,0.0
20200102:0149,0.0,0.0,0.0,0.0,9.83,3.45,0.0
20200102:0249,0.0,0.0,0.0,-1.75,9.8,3.38,0.0
20200102:0349,0.0,16.95,0.21,9.84,10.39,3.24,0.0
20200102:0449,5.92,139.41,1.74,20.39,12.08,4.9,0.0
20200102:0549,154.05,281.0,4.17,29.31,13.41,6.21,0.0
20200102:0649,176.08,322.69,4.95,35.8,14.14,6.62,0.0
20200102:0749,207.19,334.69,5.41,38.9,14.97,6.97,0.0
20200102:0849,135.72,310.19,4.72,38.0,15.96,7.24,0.0
20200102:0949,27.46,225.44,2.98,33.3,16.69,7.1,0.0
20200102:1049,201.96,173.14,3.59,25.63,16.57,6.55,0.0
20200102:1149,51.7,93.72,1.51,15.9,16.45,6.07,0.0
20200102:1249,0.0,0.0,0.0,0.0,15.78,4.9,0.0
20200102:1349,0.0,0.0,0.0,0.0,15.01,3.66,0.0
20200102:1449,0.0,0.0,0.0,0.0,14.36,3.38,0.0
20200102:1549,0.0,0.0,0.0,0.0,13.74,3.31,0.0
20200102:1649,0.0,0.0,0.0,0.0,13.14,3.31,0.0
20200102:1749,0.0,0.0,0.0,0.0,12.51,3.31,0.0
20200102:1849,0.0,0.0,0.0,0.0,12.1,3.38,0.0
20200102:1949,0.0,0.0,0.0,0.0,11.68,3.45,0.0
20200102:2049,0.0,0.0,0.0,0.0,11.17,3.45,0.0
20200102:2149,0.0,0.0,0.0,0.0,10.72,3.52,0.0
20200102:2249,0.0,0.0,0.0,0.0,10.42,3.45,0.0
20200102:2349,0.0,0.0,0.0,0.0,10.31,3.38,0.0
20200103:0049,0.0,0.0,0.0,0.0,10.11,3.24,0.0
20200103:0149,0.0,0.0,0.0,0.0,10.08,3.1,0.0
20200103:0249,0.0,0.0,0.0,-1.79,9.87,3.03,0.0
20200103:0349,0.0,63.08,0.78,9.82,10.51,2.9,0.0
20200103:0449,31.55,172.19,2.23,20.38,12.02,4.21,0.0
20200103:0549,118.79,272.15,3.91,29.33,13.45,5.03,0.0
20200103:0649,356.45,312.92,5.92,35.85,15.2,5.38,0.0
20200103:0749,364.77,315.72,6.23,38.98,16.42,5.79,0.0
20200103:0849,429.06,268.67,6.33,38.12,17.38,5.93,0.0
20200103:0949,426.39,198.51,5.63,33.43,18.05,5.79,0.0
20200103:1049,329.08,131.48,4.13,25.76,18.43,5.45,0.0
20200103:1149,164.56,72.36,2.09,16.04,18.33,4.76,0.0
20200103:1249,0.0,0.0,0.0,0.0,17.84,4.0,0.0
20200103:1349,0.0,0.0,0.0,0.0,16.89,2.9,0.0
20200103:1449,0.0,0.0,0.0,0.0,16.16,2.48,0.0
20200103:1549,0.0,0.0,0.0,0.0,15.28,2.21,0.0
20200103:1649,0.0,0.0,0.0,0.0,14.3,1.86,0.0
20200103:1749,0.0,0.0,0.0,0.0,13.3,1.38,0.0
20200103:1849,0.0,0.0,0.0,0.0,12.45,1.72,0.0
20200103:1949,0.0,0.0,0.0,0.0,11.57,2.0,0.0
20200103:2049,0.0,0.0,0.0,0.0,10.95,2.21,0.0
20200103:2149,0.0,0.0,0.0,0.0,10.54,2.34,0.0
20200103:2249,0.0,0.0,0.0,0.0,10.23,2.41,0.0
20200103:2349,0.0,0.0,0.0,0.0,10.03,2.48,0.0
20200104:0049,0.0,0.0,0.0,0.0,9.85,2.48,0.0
20200104:0149,0.0,0.0,0.0,0.0,9.78,2.69,0.0
20200104:0249,0.0,0.0,0.0,-1.83,9.72,2.83,0.0
20200104:0349,0.0,16.01,0.2,9.8,10.99,2.83,0.0
20200104:0449,179.31,216.23,3.24,20.38,13.74,4.28,0.0
20200104:0549,5.01,184.29,2.3,29.36,15.39,4.76,0.0
20200104:0649,0.0,166.64,2.06,35.91,16.24,4.69,0.0
20200104:0749,101.22,316.54,4.53,39.08,16.83,4.69,0.0
20200104:0849,403.42,271.48,6.17,38.24,16.74,4.34,0.0
20200104:0949,498.32,164.92,5.86,33.57,17.33,4.34,0.0
20200104:1049,302.4,139.66,4.01,25.91,18.15,4.83,0.0
20200104:1149,89.81,91.08,1.76,16.18,17.96,5.03,0.0
20200104:1249,0.0,0.0,0.0,0.0,17.04,4.28,0.0
20200104:1349,0.0,0.0,0.0,0.0,16.31,3.38,0.0
20200104:1449,0.0,0.0,0.0,0.0,16.16,3.38,0.0
20200104:1549,0.0,0.0,0.0,0.0,15.79,3.93,0.0
20200104:1649,0.0,0.0,0.0,0.0,15.46,4.55,0.0
20200104:1749,0.0,0.0,0.0,0.0,14.99,4.76,0.0
20200104:1849,0.0,0.0,0.0,0.0,14.29,4.21,0.0
20200104:1949,0.0,0.0,0.0,0.0,13.81,4.41,0.0
20200104:2049,0.0,0.0,0.0,0.0,13.42,4.48,0.0
20200104:2149,0.0,0.0,0.0,0.0,13.19,4.28,0.0
20200104:2249,0.0,0.0,0.0,0.0,12.92,4.21,0.0
20200104:2349,0.0,0.0,0.0,0.0,12.7,4.28,0.0
20200105:0049,0.0,0.0,0.0,0.0,12.36,4.21,0.0
20200105:0149,0.0,0.0,0.0,0.0,12.04,3.79,0.0
20200105:0249,0.0,0.0,0.0,-1.86,11.7,3.66,0.0
20200105:0349,0.0,22.6,0.28,9.78,12.32,3.38,0.0
20200105:0449,0.0,55.55,0.69,20.38,13.66,4.83,0.0
20200105:0549,6.68,189.26,2.37,29.39,15.07,5.66,0.0
20200105:0649,1.53,196.94,2.44,35.97,16.53,6.83,0.0
20200105:0749,10.11,242.24,3.06,39.17,16.89,7.03,0.0
20200105:0849,19.52,248.04,3.2,38.36,17.62,7.31,0.0
20200105:0949,0.0,138.4,1.71,33.71,18.27,7.72,0.0
20200105:1049,0.0,89.44,1.1,26.05,18.22,7.59,0.0
20200105:1149,0.0,43.31,0.53,16.33,17.88,6.9,0.0
20200105:1249,0.0,0.0,0.0,0.0,16.99,5.31,0.0
20200105:1349,0.0,0.0,0.0,0.0,15.82,4.0,0.0
20200105:1449,0.0,0.0,0.0,0.0,15.02,3.66,0.0
20200105:1549,0.0,0.0,0.0,0.0,14.34,3.66,0.0
20200105:1649,0.0,0.0,0.0,0.0,13.69,3.45,0.0
20200105:1749,0.0,0.0,0.0,0.0,13.33,3.17,0.0
20200105:1849,0.0,0.0,0.0,0.0,13.01,2.76,0.0
20200105:1949,0.0,0.0,0.0,0.0,12.71,2.41,0.0
20200105:2049,0.0,0.0,0.0,0.0,12.47,2.28,0.0
20200105:2149,0.0,0.0,0.0,0.0,12.09,2.34,0.0
20200105:2249,0.0,0.0,0.0,0.0,11.71,2.76,0.0
20200105:2349,0.0,0.0,0.0,0.0,11.43,2.69,0.0
20200106:0049,0.0,0.0,0.0,0.0,11.4,2.48,0.0
20200106:0149,0.0,0.0,0.0,0.0,11.45,2.9,0.0
20200106:0249,0.0,0.0,0.0,-1.89,11.0,2.21,0.0
20200106:0349,2.97,65.58,0.81,9.77,11.29,1.66,0.0
20200106:0449,0.0,112.98,1.4,20.39,12.19,2.14,0.0
20200106:0549,491.98,246.87,5.66,29.43,12.52,3.24,0.0
20200106:0649,716.65,200.52,7.24,36.04,12.71,3.59,0.0
20200106:0749,489.0,287.65,6.81,39.28,13.43,3.72,0.0
20200106:0849,601.4,207.76,7.03,38.5,13.98,3.93,0.0
20200106:0949,388.88,216.36,5.55,33.86,14.18,4.21,0.0
20200106:1049,247.9,165.92,3.88,26.2,13.71,4.34,0.0
20200106:1149,124.45,88.54,1.99,16.48,13.42,4.55,0.0
20200106:1249,0.0,0.0,0.0,0.0,12.52,4.28,0.0
20200106:1349,0.0,0.0,0.0,0.0,11.47,4.07,0.0
20200106:1449,0.0,0.0,0.0,0.0,10.73,3.45,0.0
20200106:1549,0.0,0.0,0.0,0.0,10.03,3.17,0.0
20200106:1649,0.0,0.0,0.0,0.0,9.58,3.03,0.0
20200106:1749,0.0,0.0,0.0,0.0,9.1,2.97,0.0
20200106:1849,0.0,0.0,0.0,0.0,8.6,2.97,0.0
20200106:1949,0.0,0.0,0.0,0.0,8.31,3.45,0.0
20200106:2049,0.0,0.0,0.0,0.0,7.98,3.79,0.0
20200106:2149,0.0,0.0,0.0,0.0,7.43,3.93,0.0
20200106:2249,0.0,0.0,0.0,0.0,6.87,3.79,0.0
20200106:2349,0.0,0.0,0.0,0.0,6.34,3.66,0.0
20200107:0049,0.0,0.0,0.0,0.0,5.98,3.66,0.0
20200107:0149,0.0,0.0,0.0,0.0,5.56,3.66,0.0
20200107:0249,0.0,0.0,0.0,-1.91,5.2,3.66,0.0
20200107:0349,361.73,154.83,2.31,9.76,6.13,3.59,0.0
20200107:0449,555.59,174.01,4.58,20.41,8.18,4.76,0.0
20200107:0549,691.17,189.34,6.38,29.47,9.69,5.66,0.0
20200107:0649,779.66,187.3,7.58,36.12,10.88,6.62,0.0
20200107:0749,780.75,183.37,7.96,39.4,11.67,6.97,0.0
20200107:0849,707.53,172.3,7.53,38.64,12.09,7.17,0.0
20200107:0949,569.33,153.96,6.35,34.01,12.19,7.24,0.0
20200107:1049,373.65,127.67,4.48,26.36,11.92,7.1,0.0
20200107:1149,147.86,87.0,2.15,16.63,11.33,6.62,0.0
20200107:1249,0.0,0.91,0.01,5.55,10.22,5.66,0.0
20200107:1349,0.0,0.0,0.0,0.0,8.97,5.17,0.0
20200107:1449,0.0,0.0,0.0,0.0,8.21,4.83,0.0
20200107:1549,0.0,0.0,0.0,0.0,7.62,4.48,0.0
20200107:1649,0.0,0.0,0.0,0.0,7.16,4.34,0.0
20200107:1749,0.0,0.0,0.0,0.0,6.74,4.34,0.0
20200107:1849,0.0,0.0,0.0,0.0,6.55,4.34,0.0
20200107:1949,0.0,0.0,0.0,0.0,6.06,4.34,0.0
20200107:2049,0.0,0.0,0.0,0.0,5.57,4.14,0.0
20200107:2149,0.0,0.0,0.0,0.0,5.07,3.86,0.0
20200107:2249,0.0,0.0,0.0,0.0,4.53,3.59,0.0
20200107:2349,0.0,0.0,0.0,0.0,4.0,3.38,0.0
20200108:0049,0.0,0.0,0.0,0.0,3.54,3.24,0.0
20200108:0149,0.0,0.0,0.0,0.0,2.98,2.9,0.0
20200108:0249,0.0,0.0,0.0,-1.93,2.44,2.69,0.0
20200108:0349,432.18,150.36,2.49,9.76,3.5,2.21,0.0
20200108:0449,597.81,165.87,4.74,20.43,7.71,2.21,0.0
20200108:0549,720.07,182.94,6.52,29.52,9.78,2.41,0.0
20200108:0649,810.48,180.89,7.76,36.21,10.89,2.97,0.0
20200108:0749,798.31,182.79,8.1,39.52,11.91,2.55,0.0
20200108:0849,724.44,171.68,7.67,38.78,12.6,2.07,0.0
20200108:0949,572.32,159.89,6.44,34.17,13.1,1.72,0.0
20200108:1049,378.11,131.18,4.56,26.52,13.31,1.31,0.0
20200108:1149,150.01,89.16,2.2,16.79,13.18,0.69,0.0
20200108:1249,0.0,0.91,0.01,5.71,12.52,0.21,0.0
20200108:1349,0.0,0.0,0.0,0.0,10.97,0.76,0.0
20200108:1449,0.0,0.0,0.0,0.0,8.99,1.31,0.0
20200108:1549,0.0,0.0,0.0,0.0,7.64,1.59,0.0
20200108:1649,0.0,0.0,0.0,0.0,6.83,1.66,0.0
20200108:1749,0.0,0.0,0.0,0.0,6.2,1.72,0.0
20200108:1849,0.0,0.0,0.0,0.0,5.47,1.93,0.0
20200108:1949,0.0,0.0,0.0,0.0,5.06,2.0,0.0
20200108:2049,0.0,0.0,0.0,0.0,4.68,2.14,0.0
20200108:2149,0.0,0.0,0.0,0.0,4.43,2.28,0.0
20200108:2249,0.0,0.0,0.0,0.0,4.2,2.34,0.0
20200108:2349,0.0,0.0,0.0,0.0,3.95,2.48,0.0
20200109:0049,0.0,0.0,0.0,0.0,3.77,2.55,0.0
20200109:0149,0.0,0.0,0.0,0.0,3.61,2.62,0.0
20200109:0249,0.0,0.0,0.0,-1.94,3.45,2.69,0.0
20200109:0349,307.21,157.34,2.2,9.77,4.71,2.76,0.0
20200109:0449,500.84,186.79,4.42,20.46,9.19,3.52,0.0
20200109:0549,554.54,235.58,5.95,29.58,10.96,4.76,0.0
20200109:0649,201.93,331.53,5.22,36.3,12.02,5.17,0.0
20200109:0749,2.87,222.5,2.77,39.64,12.85,5.93,0.0
20200109:0849,1.39,205.38,2.55,38.94,13.36,6.14,0.0
20200109:0949,0.0,117.69,1.45,34.34,13.57,6.07,0.0
20200109:1049,0.0,92.27,1.14,26.69,13.43,5.66,0.0
20200109:1149,0.0,33.89,0.42,16.95,12.99,5.03,0.0
20200109:1249,0.0,0.91,0.01,5.86,12.22,3.59,0.0
20200109:1349,0.0,0.0,0.0,0.0,11.3,2.9,0.0
20200109:1449,0.0,0.0,0.0,0.0,10.62,2.97,0.0
20200109:1549,0.0,0.0,0.0,0.0,10.27,3.03,0.0
20200109:1649,0.0,0.0,0.0,0.0,10.4,3.24,0.0
20200109:1749,0.0,0.0,0.0,0.0,10.57,3.72,0.0
20200109:1849,0.0,0.0,0.0,0.0,10.27,3.52,0.0
20200109:1949,0.0,0.0,0.0,0.0,10.16,3.52,0.0
20200109:2049,0.0,0.0,0.0,0.0,9.94,3.52,0.0
20200109:2149,0.0,0.0,0.0,0.0,9.88,3.79,0.0
20200109:2249,0.0,0.0,0.0,0.0,9.97,3.72,0.0
20200109:2349,0.0,0.0,0.0,0.0,9.9,3.59,0.0
20200110:0049,0.0,0.0,0.0,0.0,9.88,3.72,0.0
20200110:0149,0.0,0.0,0.0,0.0,9.78,3.86,0.0
20200110:0249,0.0,0.0,0.0,-1.95,9.5,3.86,0.0
20200110:0349,0.0,16.95,0.21,9.78,9.41,3.79,0.0
20200110:0449,0.0,56.49,0.7,20.5,9.68,4.9,0.0
20200110:0549,8.29,196.1,2.47,29.65,10.09,4.97,0.0
20200110:0649,10.61,234.89,2.97,36.4,10.55,5.1,0.0
20200110:0749,7.17,235.25,2.95,39.78,10.98,5.45,0.0
20200110:0849,0.0,143.11,1.77,39.1,11.0,5.79,0.0
20200110:0949,0.0,93.21,1.15,34.51,11.2,6.0,0.0
20200110:1049,0.0,34.83,0.43,26.86,11.34,5.93,0.0
20200110:1149,0.0,16.01,0.2,17.12,11.37,5.24,0.0
20200110:1249,0.0,0.91,0.01,6.02,11.12,4.14,0.0
20200110:1349,0.0,0.0,0.0,0.0,11.26,5.45,0.0
20200110:1449,0.0,0.0,0.0,0.0,11.4,6.48,0.0
20200110:1549,0.0,0.0,0.0,0.0,11.29,6.62,0.0
20200110:1649,0.0,0.0,0.0,0.0,10.94,6.48,0.0
20200110:1749,0.0,0.0,0.0,0.0,10.76,6.41,0.0
