time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20201026:0649,860.92,206.15,9.58,47.35,23.87,3.1,0.0
20201026:0749,812.54,210.38,9.58,49.6,25.11,2.55,0.0
20201026:0849,687.06,208.75,8.71,46.78,25.98,2.14,0.0
20201026:0949,529.43,182.51,7.16,39.76,26.49,1.93,0.0
20201026:1049,308.56,155.6,4.88,29.99,26.61,1.79,0.0
20201026:1149,79.43,106.85,2.13,18.61,26.32,1.93,0.0
20201026:1249,0.0,0.91,0.01,6.31,25.44,1.93,0.0
20201026:1349,0.0,0.0,0.0,0.0,23.94,1.52,0.0
20201026:1449,0.0,0.0,0.0,0.0,22.53,1.45,0.0
20201026:1549,0.0,0.0,0.0,0.0,20.55,1.66,0.0
20201026:1649,0.0,0.0,0.0,0.0,18.59,1.86,0.0
20201026:1749,0.0,0.0,0.0,0.0,17.09,1.93,0.0
20201026:1849,0.0,0.0,0.0,0.0,17.3,1.59,0.0
20201026:1949,0.0,0.0,0.0,0.0,16.69,1.59,0.0
20201026:2049,0.0,0.0,0.0,0.0,16.83,1.52,0.0
20201026:2149,0.0,0.0,0.0,0.0,16.87,1.45,0.0
20201026:2249,0.0,0.0,0.0,0.0,16.56,1.38,0.0
20201026:2349,0.0,0.0,0.0,0.0,16.35,1.38,0.0
20201027:0049,0.0,0.0,0.0,0.0,16.27,1.24,0.0
20201027:0149,0.0,0.0,0.0,0.0,16.44,1.1,0.0
20201027:0249,268.63,140.87,1.87,7.6,16.96,1.03,0.0
20201027:0349,454.98,182.06,4.4,19.79,19.36,0.76,0.0
20201027:0449,651.89,202.34,6.73,30.98,22.25,1.72,0.0
20201027:0549,778.29,213.44,8.44,40.46,23.94,2.55,0.0
20201027:0649,854.89,206.45,9.5,47.03,25.5,2.83,0.0
20201027:0749,793.97,217.17,9.45,49.26,26.45,3.17,0.0
20201027:0849,668.89,215.26,8.58,46.46,27.07,3.38,0.0
20201027:0949,524.61,182.76,7.09,39.47,27.33,3.38,0.0
20201027:1049,305.69,154.79,4.83,29.74,27.25,3.24,0.0
20201027:1149,86.61,102.49,2.14,18.4,26.74,2.97,0.0
20201027:1249,0.0,0.91,0.01,6.12,25.75,2.34,0.0
20201027:1349,0.0,0.0,0.0,0.0,24.29,1.31,0.0
20201027:1449,0.0,0.0,0.0,0.0,22.94,1.24,0.0
20201027:1549,0.0,0.0,0.0,0.0,20.87,1.72,0.0
20201027:1649,0.0,0.0,0.0,0.0,19.3,2.34,0.0
20201027:1749,0.0,0.0,0.0,0.0,18.3,2.97,0.0
20201027:1849,0.0,0.0,0.0,0.0,17.6,3.45,0.0
20201027:1949,0.0,0.0,0.0,0.0,16.8,3.52,0.0
20201027:2049,0.0,0.0,0.0,0.0,15.88,3.31,0.0
20201027:2149,0.0,0.0,0.0,0.0,15.03,3.17,0.0
20201027:2249,0.0,0.0,0.0,0.0,14.39,3.17,0.0
20201027:2349,0.0,0.0,0.0,0.0,13.92,3.31,0.0
20201028:0049,0.0,0.0,0.0,0.0,13.66,3.45,0.0
20201028:0149,0.0,0.0,0.0,0.0,13.61,3.66,0.0
20201028:0249,146.23,127.04,1.52,7.43,14.47,3.79,0.0
20201028:0349,362.17,201.66,4.05,19.6,18.06,4.41,0.0
20201028:0449,581.67,224.52,6.42,30.76,20.68,6.41,0.0
20201028:0549,736.65,226.58,8.21,40.19,22.35,7.45,0.0
20201028:0649,818.34,216.27,9.26,46.71,23.6,7.93,0.0
20201028:0749,765.1,224.59,9.24,48.92,24.58,8.14,0.0
20201028:0849,656.7,215.21,8.44,46.14,25.12,8.21,0.0
20201028:0949,513.81,182.75,6.96,39.19,25.35,8.07,0.0
20201028:1049,315.39,146.11,4.8,29.5,25.17,7.86,0.0
20201028:1149,119.02,90.32,2.31,18.19,24.45,7.45,0.0
20201028:1249,0.0,0.91,0.01,5.94,23.23,6.55,0.0
20201028:1349,0.0,0.0,0.0,0.0,21.83,5.93,0.0
20201028:1449,0.0,0.0,0.0,0.0,20.76,5.79,0.0
20201028:1549,0.0,0.0,0.0,0.0,19.81,5.59,0.0
20201028:1649,0.0,0.0,0.0,0.0,18.98,5.38,0.0
20201028:1749,0.0,0.0,0.0,0.0,18.26,5.03,0.0
20201028:1849,0.0,0.0,0.0,0.0,17.65,4.83,0.0
20201028:1949,0.0,0.0,0.0,0.0,17.01,4.76,0.0
20201028:2049,0.0,0.0,0.0,0.0,16.41,4.55,0.0
20201028:2149,0.0,0.0,0.0,0.0,15.83,4.21,0.0
20201028:2249,0.0,0.0,0.0,0.0,15.36,4.07,0.0
20201028:2349,0.0,0.0,0.0,0.0,14.86,3.79,0.0
20201029:0049,0.0,0.0,0.0,0.0,14.15,3.45,0.0
20201029:0149,0.0,0.0,0.0,0.0,13.46,3.31,0.0
20201029:0249,105.77,116.02,1.37,7.27,13.64,3.31,0.0
20201029:0349,355.93,204.32,4.01,19.41,16.97,4.0,0.0
20201029:0449,600.17,220.56,6.48,30.53,19.3,6.0,0.0
20201029:0549,759.47,219.92,8.29,39.91,20.95,6.83,0.0
20201029:0649,837.33,210.45,9.33,46.4,22.24,7.45,0.0
20201029:0749,757.66,231.8,9.22,48.58,23.33,7.66,0.0
20201029:0849,662.85,214.87,8.46,45.82,23.96,7.79,0.0
20201029:0949,518.39,183.39,6.99,38.91,24.23,7.72,0.0
20201029:1049,300.98,153.2,4.72,29.27,24.07,7.66,0.0
20201029:1149,98.03,96.53,2.16,17.99,23.37,7.31,0.0
20201029:1249,0.0,0.91,0.01,5.76,22.13,6.14,0.0
20201029:1349,0.0,0.0,0.0,0.0,20.75,5.66,0.0
20201029:1449,0.0,0.0,0.0,0.0,19.64,5.38,0.0
20201029:1549,0.0,0.0,0.0,0.0,18.66,4.97,0.0
20201029:1649,0.0,0.0,0.0,0.0,17.86,4.41,0.0
20201029:1749,0.0,0.0,0.0,0.0,17.07,3.93,0.0
20201029:1849,0.0,0.0,0.0,0.0,16.17,3.45,0.0
20201029:1949,0.0,0.0,0.0,0.0,15.1,3.17,0.0
20201029:2049,0.0,0.0,0.0,0.0,14.18,3.17,0.0
20201029:2149,0.0,0.0,0.0,0.0,13.44,3.17,0.0
20201029:2249,0.0,0.0,0.0,0.0,12.7,3.03,0.0
20201029:2349,0.0,0.0,0.0,0.0,11.99,2.9,0.0
20201030:0049,0.0,0.0,0.0,0.0,11.38,2.76,0.0
20201030:0149,0.0,0.0,0.0,0.0,11.16,2.55,0.0
20201030:0249,222.49,139.81,1.67,7.1,11.65,2.34,0.0
20201030:0349,403.21,193.56,4.13,19.21,15.3,2.21,0.0
20201030:0449,629.73,206.83,6.52,30.3,20.05,3.52,0.0
20201030:0549,776.8,210.23,8.3,39.64,22.09,4.69,0.0
20201030:0649,843.11,206.38,9.3,46.09,23.61,5.31,0.0
20201030:0749,782.1,215.88,9.24,48.25,24.62,5.79,0.0
20201030:0849,657.93,215.14,8.4,45.51,25.18,6.07,0.0
20201030:0949,514.62,181.46,6.91,38.64,25.21,6.28,0.0
20201030:1049,292.2,155.24,4.64,29.03,24.78,6.34,0.0
20201030:1149,82.21,98.85,2.02,17.79,23.89,6.21,0.0
20201030:1249,0.0,0.0,0.0,0.0,22.62,4.97,0.0
20201030:1349,0.0,0.0,0.0,0.0,21.19,4.21,0.0
20201030:1449,0.0,0.0,0.0,0.0,20.11,3.66,0.0
20201030:1549,0.0,0.0,0.0,0.0,19.14,3.24,0.0
20201030:1649,0.0,0.0,0.0,0.0,18.07,3.03,0.0
20201030:1749,0.0,0.0,0.0,0.0,17.02,3.03,0.0
20201030:1849,0.0,0.0,0.0,0.0,16.03,2.97,0.0
20201030:1949,0.0,0.0,0.0,0.0,14.94,2.9,0.0
20201030:2049,0.0,0.0,0.0,0.0,13.98,2.76,0.0
20201030:2149,0.0,0.0,0.0,0.0,13.16,2.69,0.0
20201030:2249,0.0,0.0,0.0,0.0,12.63,2.69,0.0
20201030:2349,0.0,0.0,0.0,0.0,12.2,2.62,0.0
20201031:0049,0.0,0.0,0.0,0.0,11.83,2.55,0.0
20201031:0149,0.0,0.0,0.0,0.0,11.74,2.41,0.0
20201031:0249,181.96,134.22,1.55,6.94,12.28,2.21,0.0
20201031:0349,397.2,193.69,4.07,19.02,15.84,1.93,0.0
20201031:0449,605.01,216.04,6.41,30.07,20.58,3.1,0.0
20201031:0549,775.8,209.55,8.26,39.37,22.63,4.21,0.0
20201031:0649,828.83,212.41,9.21,45.78,24.06,4.76,0.0
20201031:0749,779.76,216.31,9.2,47.93,24.98,4.97,0.0
20201031:0849,656.67,214.44,8.35,45.2,25.58,5.17,0.0
20201031:0949,513.21,181.84,6.87,38.37,25.73,5.45,0.0
20201031:1049,285.64,157.37,4.58,28.81,25.36,5.59,0.0
20201031:1149,88.54,95.41,2.03,17.6,24.49,5.59,0.0
20201031:1249,0.0,0.0,0.0,0.0,23.16,4.76,0.0
20201031:1349,0.0,0.0,0.0,0.0,21.6,4.14,0.0
20201031:1449,0.0,0.0,0.0,0.0,20.42,3.45,0.0
20201031:1549,0.0,0.0,0.0,0.0,19.26,2.9,0.0
20201031:1649,0.0,0.0,0.0,0.0,17.96,2.76,0.0
20201031:1749,0.0,0.0,0.0,0.0,16.67,2.76,0.0
20201031:1849,0.0,0.0,0.0,0.0,15.55,2.69,0.0
20201031:1949,0.0,0.0,0.0,0.0,14.5,2.69,0.0
20201031:2049,0.0,0.0,0.0,0.0,13.6,2.62,0.0
20201031:2149,0.0,0.0,0.0,0.0,13.07,2.48,0.0
20201031:2249,0.0,0.0,0.0,0.0,12.66,2.41,0.0
20201031:2349,0.0,0.0,0.0,0.0,12.4,2.34,0.0
20201101:0049,0.0,0.0,0.0,0.0,12.25,2.28,0.0
20201101:0149,0.0,0.0,0.0,0.0,12.39,2.14,0.0
20201101:0249,265.89,143.66,1.71,6.77,13.11,2.0,0.0
20201101:0349,511.41,161.25,4.37,18.83,16.94,1.38,0.0
20201101:0449,706.99,173.55,6.7,29.85,20.7,2.0,0.0
20201101:0549,850.39,172.79,8.46,39.1,22.69,2.28,0.0
20201101:0649,917.9,167.05,9.49,45.47,24.14,3.38,0.0
20201101:0749,853.33,178.09,9.43,47.6,25.22,3.45,0.0
20201101:0849,712.59,185.18,8.52,44.9,25.96,3.45,0.0
20201101:0949,570.92,152.18,7.07,38.11,26.34,3.59,0.0
20201101:1049,342.31,130.58,4.8,28.58,26.33,3.59,0.0
20201101:1149,108.53,89.68,2.15,17.41,25.78,3.72,0.0
20201101:1249,0.0,0.0,0.0,0.0,24.46,3.24,0.0
20201101:1349,0.0,0.0,0.0,0.0,22.77,2.48,0.0
20201101:1449,0.0,0.0,0.0,0.0,21.35,2.07,0.0
20201101:1549,0.0,0.0,0.0,0.0,19.51,1.93,0.0
20201101:1649,0.0,0.0,0.0,0.0,17.58,2.0,0.0
20201101:1749,0.0,0.0,0.0,0.0,16.08,2.07,0.0
20201101:1849,0.0,0.0,0.0,0.0,15.37,2.07,0.0
20201101:1949,0.0,0.0,0.0,0.0,14.5,2.14,0.0
20201101:2049,0.0,0.0,0.0,0.0,13.96,2.14,0.0
20201101:2149,0.0,0.0,0.0,0.0,13.69,2.14,0.0
20201101:2249,0.0,0.0,0.0,0.0,13.79,2.07,0.0
20201101:2349,0.0,0.0,0.0,0.0,13.78,2.0,0.0
20201102:0049,0.0,0.0,0.0,0.0,13.95,2.0,0.0
20201102:0149,0.0,0.0,0.0,0.0,14.21,1.93,0.0
20201102:0249,350.39,141.2,1.84,6.6,14.68,1.86,0.0
20201102:0349,546.0,150.31,4.44,18.63,17.77,1.38,0.0
20201102:0449,715.49,170.68,6.7,29.62,21.13,1.79,0.0
20201102:0549,848.22,174.58,8.43,38.84,23.17,2.07,0.0
20201102:0649,903.76,172.05,9.38,45.16,24.74,3.24,0.0
20201102:0749,852.49,177.32,9.38,47.28,25.94,3.45,0.0
20201102:0849,725.23,176.84,8.52,44.6,26.71,3.38,0.0
20201102:0949,568.49,152.49,7.02,37.85,27.07,3.45,0.0
20201102:1049,321.79,139.71,4.69,28.36,27.08,3.59,0.0
20201102:1149,107.2,88.81,2.12,17.22,26.48,3.86,0.0
20201102:1249,0.0,0.0,0.0,0.0,25.1,3.38,0.0
20201102:1349,0.0,0.0,0.0,0.0,23.28,2.9,0.0
20201102:1449,0.0,0.0,0.0,0.0,21.71,2.62,0.0
20201102:1549,0.0,0.0,0.0,0.0,20.12,2.55,0.0
20201102:1649,0.0,0.0,0.0,0.0,18.49,2.55,0.0
20201102:1749,0.0,0.0,0.0,0.0,17.01,2.62,0.0
20201102:1849,0.0,0.0,0.0,0.0,15.85,2.69,0.0
20201102:1949,0.0,0.0,0.0,0.0,14.9,2.83,0.0
20201102:2049,0.0,0.0,0.0,0.0,14.11,2.83,0.0
20201102:2149,0.0,0.0,0.0,0.0,13.47,2.76,0.0
20201102:2249,0.0,0.0,0.0,0.0,13.07,2.62,0.0
20201102:2349,0.0,0.0,0.0,0.0,12.7,2.55,0.0
20201103:0049,0.0,0.0,0.0,0.0,12.17,2.55,0.0
20201103:0149,0.0,0.0,0.0,0.0,11.8,2.55,0.0
20201103:0249,306.6,142.69,1.71,6.43,12.13,2.41,0.0
20201103:0349,525.72,153.97,4.33,18.44,15.78,2.07,0.0
20201103:0449,708.23,169.52,6.6,29.39,20.92,2.97,0.0
20201103:0549,838.82,174.71,8.33,38.57,23.12,3.72,0.0
20201103:0649,870.53,183.76,9.19,44.86,24.69,4.9,0.0
20201103:0749,832.18,183.06,9.23,46.97,25.84,4.97,0.0
20201103:0849,702.85,185.71,8.38,44.3,26.6,5.03,0.0
20201103:0949,562.38,152.67,6.94,37.59,26.9,5.03,0.0
20201103:1049,322.36,136.87,4.64,28.15,26.66,4.97,0.0
20201103:1149,103.54,87.8,2.06,17.04,25.76,5.17,0.0
20201103:1249,0.0,0.0,0.0,0.0,24.22,4.55,0.0
20201103:1349,0.0,0.0,0.0,0.0,22.4,4.21,0.0
20201103:1449,0.0,0.0,0.0,0.0,21.0,3.59,0.0
20201103:1549,0.0,0.0,0.0,0.0,19.73,3.03,0.0
20201103:1649,0.0,0.0,0.0,0.0,18.5,2.97,0.0
20201103:1749,0.0,0.0,0.0,0.0,17.3,2.9,0.0
20201103:1849,0.0,0.0,0.0,0.0,16.33,2.97,0.0
20201103:1949,0.0,0.0,0.0,0.0,15.5,3.1,0.0
20201103:2049,0.0,0.0,0.0,0.0,14.77,3.03,0.0
20201103:2149,0.0,0.0,0.0,0.0,14.0,2.9,0.0
20201103:2249,0.0,0.0,0.0,0.0,13.27,2.83,0.0
20201103:2349,0.0,0.0,0.0,0.0,12.85,2.69,0.0
20201104:0049,0.0,0.0,0.0,0.0,12.41,2.69,0.0
20201104:0149,0.0,0.0,0.0,0.0,12.02,2.69,0.0
20201104:0249,164.25,130.8,1.4,6.26,12.3,2.55,0.0
20201104:0349,449.19,174.99,4.06,18.24,15.93,2.28,0.0
20201104:0449,649.9,190.84,6.36,29.16,21.12,3.03,0.0
20201104:0549,800.43,189.01,8.13,38.3,23.39,3.66,0.0
20201104:0649,864.22,185.26,9.12,44.56,24.99,4.28,0.0
20201104:0749,826.01,184.5,9.16,46.66,26.23,4.21,0.0
20201104:0849,711.73,178.38,8.36,44.01,27.01,4.34,0.0
20201104:0949,557.41,152.88,6.87,37.34,27.4,4.41,0.0
20201104:1049,332.45,130.12,4.64,27.94,27.29,4.55,0.0
20201104:1149,123.02,79.88,2.14,16.87,26.47,4.69,0.0
20201104:1249,0.0,0.0,0.0,0.0,24.92,4.0,0.0
20201104:1349,0.0,0.0,0.0,0.0,23.08,3.72,0.0
20201104:1449,0.0,0.0,0.0,0.0,21.6,3.17,0.0
20201104:1549,0.0,0.0,0.0,0.0,20.25,2.76,0.0
20201104:1649,0.0,0.0,0.0,0.0,18.93,2.76,0.0
20201104:1749,0.0,0.0,0.0,0.0,17.81,2.97,0.0
20201104:1849,0.0,0.0,0.0,0.0,16.59,2.76,0.0
20201104:1949,0.0,0.0,0.0,0.0,15.6,2.76,0.0
20201104:2049,0.0,0.0,0.0,0.0,14.71,2.69,0.0
20201104:2149,0.0,0.0,0.0,0.0,14.18,2.55,0.0
20201104:2249,0.0,0.0,0.0,0.0,13.91,2.34,0.0
20201104:2349,0.0,0.0,0.0,0.0,13.79,2.21,0.0
20201105:0049,0.0,0.0,0.0,0.0,13.91,2.07,0.0
20201105:0149,0.0,0.0,0.0,0.0,14.03,2.0,0.0
20201105:0249,153.81,125.49,1.33,6.09,14.69,1.86,0.0
20201105:0349,425.79,181.73,3.96,18.05,18.18,1.38,0.0
20201105:0449,645.38,189.87,6.29,28.93,21.89,1.72,0.0
20201105:0549,793.61,189.24,8.05,38.04,23.94,1.66,0.0
20201105:0649,859.2,184.31,9.03,44.26,25.6,2.41,0.0
20201105:0749,821.09,183.57,9.08,46.35,26.73,2.28,0.0
20201105:0849,706.77,177.45,8.28,43.73,27.49,2.21,0.0
20201105:0949,533.97,162.5,6.73,37.1,27.85,2.21,0.0
20201105:1049,328.26,130.27,4.58,27.74,27.83,2.07,0.0
20201105:1149,92.48,88.55,1.94,16.69,27.35,2.07,0.0
20201105:1249,0.0,0.0,0.0,0.0,26.29,1.59,0.0
20201105:1349,0.0,0.0,0.0,0.0,24.82,1.24,0.0
20201105:1449,0.0,0.0,0.0,0.0,23.22,1.31,0.0
20201105:1549,0.0,0.0,0.0,0.0,21.11,1.52,0.0
20201105:1649,0.0,0.0,0.0,0.0,19.62,1.66,0.0
20201105:1749,0.0,0.0,0.0,0.0,18.47,1.72,0.0
20201105:1849,0.0,0.0,0.0,0.0,18.88,1.45,0.0
20201105:1949,0.0,0.0,0.0,0.0,19.1,1.24,0.0
20201105:2049,0.0,0.0,0.0,0.0,19.19,0.97,0.0
20201105:2149,0.0,0.0,0.0,0.0,19.46,0.83,0.0
20201105:2249,0.0,0.0,0.0,0.0,19.58,0.83,0.0
20201105:2349,0.0,0.0,0.0,0.0,19.52,1.03,0.0
20201106:0049,0.0,0.0,0.0,0.0,19.24,1.17,0.0
20201106:0149,0.0,0.0,0.0,0.0,18.82,1.31,0.0
20201106:0249,184.19,131.57,1.36,5.92,18.38,1.45,0.0
20201106:0349,327.46,199.3,3.63,17.85,19.85,1.17,0.0
20201106:0449,648.84,185.41,6.24,28.7,22.78,1.79,0.0
20201106:0549,785.26,189.37,7.95,37.77,24.69,2.76,0.0
20201106:0649,837.69,190.12,8.88,43.97,26.23,2.97,0.0
20201106:0749,799.07,190.37,8.93,46.05,27.19,3.59,0.0
20201106:0849,699.21,177.58,8.19,43.45,27.77,3.93,0.0
20201106:0949,547.29,152.13,6.72,36.86,27.9,4.21,0.0
20201106:1049,324.01,130.41,4.52,27.54,27.62,4.34,0.0
20201106:1149,115.73,78.89,2.03,16.53,26.91,4.28,0.0
20201106:1249,0.0,0.0,0.0,0.0,25.58,3.38,0.0
20201106:1349,0.0,0.0,0.0,0.0,23.97,2.21,0.0
20201106:1449,0.0,0.0,0.0,0.0,22.8,1.45,0.0
20201106:1549,0.0,0.0,0.0,0.0,21.08,1.31,0.0
20201106:1649,0.0,0.0,0.0,0.0,20.24,1.38,0.0
20201106:1749,0.0,0.0,0.0,0.0,19.7,1.59,0.0
20201106:1849,0.0,0.0,0.0,0.0,18.35,2.28,0.0
20201106:1949,0.0,0.0,0.0,0.0,17.55,2.55,0.0
20201106:2049,0.0,0.0,0.0,0.0,17.1,2.41,0.0
20201106:2149,0.0,0.0,0.0,0.0,16.97,2.14,0.0
20201106:2249,0.0,0.0,0.0,0.0,16.58,1.93,0.0
20201106:2349,0.0,0.0,0.0,0.0,16.0,2.0,0.0
20201107:0049,0.0,0.0,0.0,0.0,15.68,2.0,0.0
20201107:0149,0.0,0.0,0.0,0.0,15.33,2.07,0.0
20201107:0249,88.81,102.24,1.09,5.74,15.07,2.14,0.0
20201107:0349,393.57,183.42,3.77,17.65,17.29,2.14,0.0
20201107:0449,592.43,205.8,6.02,28.48,21.57,3.45,0.0
20201107:0549,763.65,195.22,7.81,37.51,23.2,4.28,0.0
20201107:0649,814.63,197.03,8.73,43.68,24.54,4.97,0.0
20201107:0749,803.16,184.98,8.88,45.75,25.4,5.17,0.0
20201107:0849,703.02,172.31,8.14,43.17,26.01,5.17,0.0
20201107:0949,539.65,152.2,6.63,36.62,26.23,5.1,0.0
20201107:1049,331.8,123.47,4.5,27.34,25.98,5.03,0.0
20201107:1149,116.73,77.09,2.01,16.37,25.24,4.69,0.0
20201107:1249,0.0,0.0,0.0,0.0,24.1,3.45,0.0
20201107:1349,0.0,0.0,0.0,0.0,22.8,2.41,0.0
20201107:1449,0.0,0.0,0.0,0.0,21.82,2.07,0.0
20201107:1549,0.0,0.0,0.0,0.0,20.51,2.07,0.0
20201107:1649,0.0,0.0,0.0,0.0,19.34,2.14,0.0
20201107:1749,0.0,0.0,0.0,0.0,18.51,2.21,0.0
20201107:1849,0.0,0.0,0.0,0.0,17.96,2.28,0.0
20201107:1949,0.0,0.0,0.0,0.0,17.72,2.14,0.0
20201107:2049,0.0,0.0,0.0,0.0,17.46,2.07,0.0
20201107:2149,0.0,0.0,0.0,0.0,16.87,2.07,0.0
20201107:2249,0.0,0.0,0.0,0.0,16.52,2.0,0.0
20201107:2349,0.0,0.0,0.0,0.0,16.21,1.86,0.0
20201108:0049,0.0,0.0,0.0,0.0,15.97,1.72,0.0
20201108:0149,0.0,0.0,0.0,0.0,15.72,1.72,0.0
20201108:0249,7.94,49.67,0.62,5.57,15.46,1.86,0.0
20201108:0349,309.21,192.46,3.44,17.46,17.22,1.93,0.0
20201108:0449,541.91,214.86,5.76,28.25,21.26,3.52,0.0
20201108:0549,697.77,214.68,7.48,37.25,22.74,4.48,0.0
20201108:0649,776.22,204.26,8.46,43.39,23.85,5.24,0.0
20201108:0749,779.56,185.64,8.66,45.46,24.62,5.45,0.0
20201108:0849,690.24,169.87,7.98,42.9,25.12,5.59,0.0
20201108:0949,543.11,144.74,6.56,36.39,25.29,5.52,0.0
20201108:1049,336.0,117.41,4.45,27.15,25.03,5.17,0.0
20201108:1149,132.16,69.79,2.06,16.21,24.41,4.76,0.0
20201108:1249,0.0,0.0,0.0,0.0,23.41,3.93,0.0
20201108:1349,0.0,0.0,0.0,0.0,22.39,2.76,0.0
20201108:1449,0.0,0.0,0.0,0.0,21.59,2.0,0.0
20201108:1549,0.0,0.0,0.0,0.0,20.57,1.66,0.0
20201108:1649,0.0,0.0,0.0,0.0,19.43,1.52,0.0
20201108:1749,0.0,0.0,0.0,0.0,19.07,1.45,0.0
20201108:1849,0.0,0.0,0.0,0.0,18.45,1.59,0.0
20201108:1949,0.0,0.0,0.0,0.0,19.43,0.9,0.0
20201108:2049,0.0,0.0,0.0,0.0,18.8,0.0,0.0
20201108:2149,0.0,0.0,0.0,0.0,18.21,0.76,0.0
20201108:2249,0.0,0.0,0.0,0.0,16.52,1.45,0.0
20201108:2349,0.0,0.0,0.0,0.0,14.91,1.86,0.0
20201109:0049,0.0,0.0,0.0,0.0,14.01,2.07,0.0
20201109:0149,0.0,0.0,0.0,0.0,13.38,2.14,0.0
20201109:0249,40.85,72.15,0.87,5.4,13.3,2.21,0.0
20201109:0349,346.11,189.14,3.55,17.26,16.88,2.21,0.0
20201109:0449,561.18,212.37,5.83,28.03,20.96,4.41,0.0
20201109:0549,737.52,201.31,7.62,36.99,22.6,5.59,0.0
20201109:0649,773.47,212.09,8.49,43.11,23.98,6.0,0.0
20201109:0749,763.71,198.63,8.63,45.17,24.95,6.41,0.0
20201109:0849,681.18,178.1,7.95,42.64,25.47,6.69,0.0
20201109:0949,530.35,153.69,6.51,36.17,25.56,6.83,0.0
20201109:1049,324.31,123.76,4.4,26.97,25.18,6.9,0.0
20201109:1149,132.09,68.94,2.03,16.06,24.41,6.69,0.0
20201109:1249,0.0,0.0,0.0,0.0,23.11,5.66,0.0
20201109:1349,0.0,0.0,0.0,0.0,21.83,5.31,0.0
20201109:1449,0.0,0.0,0.0,0.0,20.81,5.1,0.0
20201109:1549,0.0,0.0,0.0,0.0,19.9,4.9,0.0
20201109:1649,0.0,0.0,0.0,0.0,19.2,4.69,0.0
20201109:1749,0.0,0.0,0.0,0.0,18.54,4.62,0.0
20201109:1849,0.0,0.0,0.0,0.0,17.87,4.69,0.0
20201109:1949,0.0,0.0,0.0,0.0,17.26,4.76,0.0
20201109:2049,0.0,0.0,0.0,0.0,16.78,4.76,0.0
20201109:2149,0.0,0.0,0.0,0.0,16.36,4.69,0.0
20201109:2249,0.0,0.0,0.0,0.0,16.01,4.69,0.0
20201109:2349,0.0,0.0,0.0,0.0,15.59,4.34,0.0
20201110:0049,0.0,0.0,0.0,0.0,15.12,4.07,0.0
20201110:0149,0.0,0.0,0.0,0.0,14.61,3.79,0.0
20201110:0249,4.21,44.11,0.55,5.22,14.48,3.52,0.0
20201110:0349,276.07,194.7,3.28,17.06,16.82,3.79,0.0
20201110:0449,514.84,224.03,5.62,27.8,19.12,4.76,0.0
20201110:0549,699.08,214.78,7.43,36.74,21.01,4.83,0.0
20201110:0649,762.35,211.99,8.37,42.83,22.87,4.62,0.0
20201110:0749,738.42,206.26,8.46,44.88,24.07,3.86,0.0
20201110:0849,670.74,179.23,7.85,42.38,24.92,3.03,0.0
20201110:0949,442.28,191.21,6.1,35.95,25.34,2.41,0.0
20201110:1049,345.69,112.93,4.45,26.79,25.43,2.07,0.0
20201110:1149,101.44,77.8,1.85,15.91,25.12,1.79,0.0
20201110:1249,0.0,0.0,0.0,0.0,24.3,1.52,0.0
20201110:1349,0.0,0.0,0.0,0.0,23.02,1.17,0.0
20201110:1449,0.0,0.0,0.0,0.0,21.93,1.1,0.0
20201110:1549,0.0,0.0,0.0,0.0,20.34,1.17,0.0
20201110:1649,0.0,0.0,0.0,0.0,19.07,1.24,0.0
20201110:1749,0.0,0.0,0.0,0.0,18.44,1.17,0.0
20201110:1849,0.0,0.0,0.0,0.0,19.16,0.97,0.0
20201110:1949,0.0,0.0,0.0,0.0,19.54,0.76,0.0
20201110:2049,0.0,0.0,0.0,0.0,19.51,0.9,0.0
20201110:2149,0.0,0.0,0.0,0.0,18.72,1.31,0.0
20201110:2249,0.0,0.0,0.0,0.0,17.85,1.45,0.0
20201110:2349,0.0,0.0,0.0,0.0,17.01,1.59,0.0
20201111:0049,0.0,0.0,0.0,0.0,16.55,1.66,0.0
20201111:0149,0.0,0.0,0.0,0.0,16.27,1.72,0.0
20201111:0249,0.0,36.72,0.45,5.05,16.19,1.79,0.0
20201111:0349,251.88,193.28,3.15,16.87,18.32,1.59,0.0
20201111:0449,501.06,225.84,5.52,27.58,22.45,3.03,0.0
20201111:0549,666.25,225.72,7.27,36.49,24.08,4.14,0.0
20201111:0649,741.36,218.71,8.24,42.55,25.23,4.76,0.0
20201111:0749,718.27,214.06,8.35,44.6,26.01,5.31,0.0
20201111:0849,686.0,169.72,7.86,42.12,26.51,5.72,0.0
20201111:0949,446.57,186.28,6.07,35.73,26.58,5.79,0.0
20201111:1049,307.91,126.83,4.24,26.61,26.36,5.72,0.0
20201111:1149,125.72,69.0,1.95,15.77,25.78,5.17,0.0
20201111:1249,0.0,0.0,0.0,0.0,24.81,3.79,0.0
20201111:1349,0.0,0.0,0.0,0.0,23.66,2.76,0.0
20201111:1449,0.0,0.0,0.0,0.0,22.73,2.48,0.0
20201111:1549,0.0,0.0,0.0,0.0,21.69,2.55,0.0
20201111:1649,0.0,0.0,0.0,0.0,20.76,2.69,0.0
20201111:1749,0.0,0.0,0.0,0.0,20.27,3.17,0.0
20201111:1849,0.0,0.0,0.0,0.0,19.39,3.17,0.0
20201111:1949,0.0,0.0,0.0,0.0,18.13,2.55,0.0
